title,num_peaks,search_mean,search_volume,budget,genres,original_language,production_companies,production_countries,release_date,runtime,weekend_rev,weekend_rev_mean,num_theaters,success,day,month,holiday,year,log_budget,log_weekend_rev,log_weekend_rev_mean,views,likes,dislikes,dt_main,dt_trailers,dt_trailers_cat,views_proxy,like_score,like_score_proxy,log_views,log_like_score,log_search_mean,log_search_volume,log_views_proxy,log_like_score_proxy
Deliver Us from Evil,3,14.226415094339623,754,30000000,"['Thriller', 'Crime', 'Horror']",en,"['Jerry Bruckheimer Films', 'Screen Gems', 'LStar Capital']",['United States of America'],2014-07-01,118.0,15656,3914,4.0,0.0005218666666666667,Tue,Jul,No,2014,7.477121254719663,4.194680812649945,3.592620821321982,2162748.0,2156.333333333333,676.6666666666666,44,70,pos,172536.0,1646172.1157783268,131325.4952347335,6.335005919076073,6.216475240976462,1.1530954762689851,2.877371345869774,5.236879725323141,11.785434216877176
Delivery Man,1,14.423076923076923,750,26000000,['Comedy'],en,"['DreamWorks SKG', 'Touchstone Pictures']",['United States of America'],2013-10-10,105.0,7944977,2617,3036.0,0.3055760384615385,Thu,Oct,Yes,2013,7.414973347970817,6.9000926443014166,3.4178037226398814,303804.0,501.0,61.0,102,0,zero,18434.0,270828.83274021355,16433.156583629894,5.48259348765215,5.432694897950335,1.1590579197569009,2.8750612633917,4.265619583153884,9.707056315744783
Demolition,1,8.867924528301886,470,10000000,"['Comedy', 'Drama']",en,"['Sidney Kimmel Entertainment', 'Mr. Mudd Production', 'Right of Way Films', 'Black Label Media']",['United States of America'],2016-04-06,101.0,1100042,1288,854.0,0.1100042,Wed,Apr,No,2016,7.0,6.04140926699461,3.1099158630237933,1487736.0,4036.0,262.0,213,0,zero,358876.0,1397045.718008376,336999.4267100977,6.1725258721269824,6.145210618536431,0.9478219883349284,2.6720978579357175,5.554944415658173,12.727836508176072
Denial,4,15.30188679245283,811,10000000,"['Drama', 'History']",en,"['BBC Films', 'Participant Media', 'Krasnoff Foster Productions', 'Shoebox Films']","['United Kingdom', 'United States of America']",2016-09-30,109.0,93728,18746,5.0,0.009372799999999999,Fri,Sep,Yes,2016,7.0,4.971869350001505,4.272908612690247,1263086.0,6478.0,5110.0,47,63,pos,230414.0,706098.6458405247,128807.55022437003,6.101432921461039,5.848865378603473,1.184744984610367,2.909020854211156,5.3625088633710885,11.766074710688745
Despicable Me,3,19.557692307692307,1017,69000000,"['Animation', 'Family']",en,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2010-07-08,95.0,56397125,16225,3476.0,0.8173496376811594,Thu,Jul,No,2010,7.838849090737256,7.751256965180856,4.210184705472407,5294933.0,6247.0,500.0,137,224,pos,610694.0,4902541.344449385,565437.2933155476,6.72386046908668,6.690421264877407,1.2913176092879455,3.0073209529227447,5.785823653122291,13.245354681237885
Despicable Me 2,4,35.71153846153846,1857,76000000,"['Animation', 'Comedy', 'Family']",en,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2013-06-25,98.0,83517315,20895,3997.0,1.0989120394736842,Tue,Jun,No,2013,7.8808135922807905,7.921776523739751,4.3200423754796455,4494522.454545454,8653.09090909091,1166.909090909091,100,140,pos,560065.0,3960439.041968659,493512.56211812625,6.652683554495652,6.597743333131367,1.5528085601049813,3.2688119037397803,5.748238433261829,13.109303592684942
Despicable Me 3,2,10.39622641509434,551,80000000,"['Action', 'Animation', 'Adventure', 'Family', 'Comedy']",en,['Illumination Entertainment'],['United States of America'],2017-06-15,96.0,72434025,15993,4529.0,0.9054253125,Thu,Jun,No,2017,7.903089986991943,7.859942618663666,4.203929937244626,29621272.5,98573.5,8701.0,186,-91,neg,13086833.0,27218700.6677146,12025364.207947835,7.471603711438992,7.434867389555404,1.016875729250996,2.741151598851785,7.116834560451846,16.30252866106067
Detroit,4,27.826923076923077,1447,34000000,"['Thriller', 'Crime', 'Drama', 'History']",en,"['Metro-Goldwyn-Mayer (MGM)', 'Annapurna Pictures', 'First Light Production']",['United States of America'],2017-07-28,143.0,350190,17510,20.0,0.010299705882352942,Fri,Jul,No,2017,7.531478917042255,5.544303740243066,4.243286146083446,3096078.0,9169.5,1515.5,110,-63,neg,1127711.0,2656947.797941039,967762.8464670099,6.490811893400672,6.4243830217460465,1.4444651874842382,3.1604685311190375,6.052197816680705,13.782742342923743
Diary of a Wimpy Kid,2,7.961538461538462,414,15000000,"['Comedy', 'Family']",en,"['Dune Entertainment', 'Color Force', 'Dayday Films']","['United Kingdom', 'United States of America']",2010-03-19,92.0,22126166,7191,3077.0,1.4750777333333334,Fri,Mar,No,2010,7.176091259055681,7.3449061663313495,3.856789288753317,959091.0,2364.0,127.0,54,0,zero,17652.0,910193.1449217182,16752.038538739464,5.9818598156408385,5.95913356031355,0.9009969974860998,2.617000341120899,4.246793918775155,9.726275233653247
Dinner for Schmucks,2,7.8076923076923075,406,69000000,['Comedy'],en,"['Paramount Pictures', 'DreamWorks SKG', 'Spyglass Entertainment', 'Everyman Pictures', 'Reliance BIG Entertainment', 'Parkes/MacDonald Productions']",['United States of America'],2010-07-30,114.0,23527839,8082,2911.0,0.3409831739130435,Fri,Jul,No,2010,7.838849090737256,7.3715820396505425,3.907518846106629,2703043.0,3937.0,259.0,110,-63,neg,104072.0,2536196.4468541467,97648.1086749285,6.4318529545090035,6.404182889777713,0.892522689942395,2.6085260335771943,5.017333900680851,11.489125567708944
Dirty Girl,3,12.634615384615385,657,4000000,"['Drama', 'Comedy']",en,['iDeal Partners Film Fund'],['United States of America'],2010-09-12,90.0,17859,1984,9.0,0.00446475,Sun,Sep,Yes,2010,6.6020599913279625,4.251857137271416,3.29754166781816,11232.0,5.0,0.0,364,-252,neg,1333.0,11232.0,1333.0,4.05045709478573,4.05045709478573,1.1015620259249816,2.8175653695597807,3.1248301494138593,7.195187320178709
Dirty Grandpa,1,8.622641509433961,457,11500000,['Comedy'],en,"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']",['United States of America'],2016-01-21,102.0,11111875,3816,2912.0,0.96625,Thu,Jan,Yes,2016,7.060697840353613,7.045787347279992,3.5816083660320577,972530.5,2439.0,189.5,88,0,zero,102617.0,902416.5453680806,95218.89404603386,5.987903230330896,5.955407049290183,0.9356403304690611,2.6599162000698504,5.011219313939612,11.463933667957617
Divergent,3,22.01923076923077,1145,85000000,"['Adventure', 'Action', 'Science Fiction']",en,"['Summit Entertainment', 'Red Wagon Entertainment']",['United States of America'],2014-03-14,139.0,54607747,13874,3936.0,0.6424440823529411,Fri,Mar,No,2014,7.929418925714293,7.7372542588345325,4.142201690163513,13341079.333333336,39706.66666666666,1547.0,201,-161,neg,1650189.0,12840792.900725324,1588307.4125128272,7.12519096672811,7.108591841628305,1.3428021430411077,3.0588054866759067,6.2175336878238445,14.278179486759928
Django Unchained,1,5.962264150943396,316,100000000,"['Drama', 'Western']",en,"['Columbia Pictures', 'The Weinstein Company']",['United States of America'],2012-12-25,165.0,30122888,10008,3010.0,0.30122888,Tue,Dec,Yes,2012,8.0,7.478896607048491,4.000347296685364,78247.4,248.0,12.8,205,0,zero,7738.0,74407.03680981594,7358.2208588957055,4.893469915746759,4.871614009513093,0.7754112130176147,2.499687082618404,3.8886287253852263,8.903573451372942
Dolphin Tale,4,23.403846153846153,1217,37000000,"['Drama', 'Family']",en,"['Alcon Entertainment', 'Arc Productions']",['United States of America'],2011-09-23,113.0,19152401,5461,3507.0,0.5176324594594595,Fri,Sep,Yes,2011,7.568201724066995,7.282223226121237,3.737272176535544,321334.0,598.5,44.5,173,-112,neg,22236.0,299095.4883359253,20697.116640746503,5.50695668020813,5.475809862026337,1.3692872345952658,3.085290578230065,4.347056665366522,9.937749676833768
Dolphin Tale 2,4,25.942307692307693,1349,36000000,"['Family', 'Drama']",en,"['Alcon Entertainment', 'Color Force', 'Boxing Cat Films', 'St. Petersburg Clearwater Film Commission']",['United States of America'],2014-09-12,107.0,15873397,4342,3656.0,0.4409276944444445,Fri,Sep,Yes,2014,7.556302500767287,7.2006698782660346,3.6376898191184015,1116218.5,2417.0,154.0,61,84,pos,116692.0,1049358.270906262,109702.28082458187,6.0477492161571105,6.0209237899219,1.414008606037105,3.1300119496719043,5.067041083338023,11.605525437520125
Don Jon,2,5.826923076923077,303,6000000,"['Romance', 'Comedy', 'Drama']",en,"['Voltage Pictures', 'Ram Bergman Productions', 'HitRecord Films']",['United States of America'],2013-07-26,90.0,8677009,3583,2422.0,1.4461681666666666,Fri,Jul,No,2013,6.778151250383644,6.9383700479126,3.5542468081661105,4900481.0,4371.0,236.0,68,70,pos,377170.0,4649447.026481441,357848.9407423486,6.690238709700662,6.667401303937635,0.7654392848675058,2.481442628502305,5.576537141773143,12.787866223101858
Draft Day,1,9.01923076923077,469,25000000,['Drama'],en,"['Summit Entertainment', 'Lionsgate']",['United States of America'],2014-04-11,109.0,9783603,3518,2781.0,0.39134412,Fri,Apr,No,2014,7.397940008672037,6.990498821541783,3.5462958351214424,1878099.0,1106.0,141.0,110,0,zero,137179.0,1665739.7706495589,121667.98235765837,6.27371848144473,6.221607154934866,0.9551694990802841,2.6711728427150834,5.137287632637756,11.709051157736612
Dream House,1,9.76923076923077,508,50000000,"['Drama', 'Thriller', 'Mystery']",en,"['Cliffjack Motion Pictures', 'Morgan Creek Productions']","['Canada', 'United States of America']",2011-09-30,84.0,8129355,3055,2661.0,0.1625871,Fri,Sep,Yes,2011,7.698970004336019,6.910056089129963,3.485011214578573,344098.0,356.5,32.0,75,0,zero,10776.0,315755.3075933076,9888.401544401544,5.536682148379465,5.499350659430417,0.9898603686491201,2.7058637122839193,4.03245758271493,9.199117788136848
Dredd,1,8.415094339622641,446,50000000,"['Action', 'Science Fiction']",en,"['DNA Films', 'Reliance BIG Entertainment', 'IM Global', 'Rena Film', 'Peach Trees']","['South Africa', 'United Kingdom', 'United States of America', 'India']",2012-09-07,95.0,6278491,2505,2506.0,0.12556982,Fri,Sep,Yes,2012,7.698970004336019,6.797855276042648,3.3988077302032647,2349486.0,6392.5,646.5,82,0,zero,93569.0,2133696.4419661886,84975.11471799972,6.370972861514382,6.329132633009507,0.9250589891113528,2.649334858712142,4.97113198806607,11.350113724583997
Drive,4,41.21153846153846,2143,15000000,"['Drama', 'Action', 'Thriller', 'Crime']",en,"['Bold Films', 'Marc Platt Productions', 'Odd Lot Entertainment', 'FilmDistrict', 'Motel Movies', 'Newbridge Film Capital']",['United States of America'],2011-08-06,100.0,4715,4715,1.0,0.0003143333333333333,Sat,Aug,No,2011,7.176091259055681,3.6734816970733473,3.6734816970733473,10542.0,31.0,2.0,69,98,pos,693.0,9903.09090909091,651.0,4.022923011878938,3.995770765835324,1.6150188274070294,3.3310221710418286,2.8407332346118066,6.478509642208569
Drive Angry,3,9.981132075471699,529,50000000,"['Fantasy', 'Thriller', 'Action', 'Crime']",en,"['Summit Entertainment', 'Saturn Films', 'Nu Image Films', 'Millennium Films', 'Michael De Luca Productions']",['United States of America'],2011-02-24,105.0,5187625,2265,2290.0,0.10375250000000001,Thu,Feb,Yes,2011,7.698970004336019,6.714968574521342,3.3550682063488506,304250.0,336.0,97.0,95,0,zero,10977.0,236092.37875288684,8517.949191685912,5.483230586902103,5.373081967938581,0.9991798024343967,2.7234556720351857,4.04048366420627,9.049930885648031
Due Date,2,13.358490566037736,708,65000000,"['Comedy', 'Drama']",en,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']",['United States of America'],2010-11-04,95.0,32689406,9743,3355.0,0.5029139384615384,Thu,Nov,Yes,2010,7.812913356642857,7.51440702907636,3.988692702549817,143441.0,140.0,6.0,109,-63,neg,5667.0,137546.16438356164,5434.109589041096,5.156673304251896,5.138448484145697,1.12575738808898,2.850033257689769,3.753353212641496,8.600450957070587
Easy A,3,13.153846153846153,684,8000000,['Comedy'],en,"['Screen Gems', 'Olive Bridge Entertainment']",['United States of America'],2010-09-10,92.0,17734040,6209,2856.0,2.216755,Fri,Sep,Yes,2010,6.903089986991943,7.2488076837024025,3.7930216598459827,8162826.0,16668.0,519.0,40,77,pos,338430.0,7916331.167044859,328210.3473555594,6.911840539113013,6.8985239539289775,1.1190527580853171,2.835056101720116,5.529468853944326,12.701409984732733
Eat Pray Love,3,15.433962264150944,818,60000000,['Drama'],en,"['Columbia Pictures', 'Red Om Films', 'Plan B Entertainment']",['United States of America'],2010-08-12,133.0,23104523,7497,3082.0,0.38507538333333335,Thu,Aug,No,2010,7.778151250383644,7.363697006803813,3.874887510846112,4873965.0,7186.0,459.0,144,0,zero,243868.0,4581335.83911053,229226.35029431002,6.6878824061861195,6.660992129306411,1.188477434070534,2.912753303671323,5.387154816569652,12.342465223594655
